Organism	Phylum	Identity%	E-value	QueryCoverage%	Score	Title
Salmonella enterica	Proteobacteria	30.0	5.61e-23	69.6	276.0	gb|EFR0620059.1| hypothetical protein [Salmonella enterica]
Salmonella enterica subsp. houtenae serovar 44:z36,Z38:-	Proteobacteria	30.0	5.97e-23	69.6	277.0	gb|EAR8744384.1| hypothetical protein [Salmonella enterica] >gb|EBP3985898.1| hypothetical protein [Salmonella enterica 
Salmonella enterica	Proteobacteria	30.0	6.15e-23	69.6	277.0	gb|EFB0112264.1| hypothetical protein [Salmonella enterica] >gb|EFR5477361.1| hypothetical protein [Salmonella enterica]
Salmonella enterica	Proteobacteria	30.0	1.32e-22	66.9	273.0	gb|EDK9049560.1| hypothetical protein [Salmonella enterica]
Buttiauxella gaviniae ATCC 51604	Other/Unclassified	30.0	1.57e-22	71.2	275.0	ref|WP_064512184.1| hypothetical protein [Buttiauxella gaviniae] >gb|OAT23445.1| hypothetical protein M977_00695 [Buttia
Salmonella enterica subsp. houtenae	Proteobacteria	29.9	1.05e-22	69.1	274.0	gb|MLN20406.1| hypothetical protein [Salmonella enterica subsp. houtenae]
Pigmentiphaga daeguensis	Other/Unclassified	29.8	2.65e-32	95.2	346.0	ref|WP_343927673.1| hypothetical protein [Pigmentiphaga daeguensis]
Comamonas testosteroni	Other/Unclassified	29.8	1.29e-27	75.3	311.0	ref|WP_407714318.1| hypothetical protein [Comamonas testosteroni] >gb|XLF97051.1| hypothetical protein ACJJWD_22380 [Com
Salmonella enterica	Proteobacteria	29.7	1.70e-22	69.6	274.0	gb|EGZ6288444.1| hypothetical protein [Salmonella enterica]
Escherichia coli	Proteobacteria	29.6	2.18e-23	66.9	281.0	tpg|HAZ7518786.1| O49 family O-antigen polymerase [Escherichia coli]
Escherichia coli	Proteobacteria	29.6	3.80e-23	66.9	279.0	ref|WP_097478495.1| O49 family O-antigen polymerase [Escherichia coli] >gb|EQH8165014.1| O49 family O-antigen polymerase
Escherichia coli	Proteobacteria	29.6	3.88e-23	66.9	279.0	ref|WP_255123709.1| O49 family O-antigen polymerase [Escherichia coli] >gb|MCQ0287605.1| O49 family O-antigen polymerase
Escherichia coli	Proteobacteria	29.6	5.34e-23	66.9	278.0	gb|EPE5377099.1| O49 family O-antigen polymerase [Escherichia coli]
Escherichia coli	Proteobacteria	29.6	6.45e-23	66.9	277.0	ref|WP_024239510.1| O49 family O-antigen polymerase [Escherichia coli] >gb|EFE3306143.1| O49 family O-antigen polymerase
Escherichia coli	Proteobacteria	29.3	4.34e-23	65.9	272.0	gb|EAC1672540.1| O49 family O-antigen polymerase [Escherichia coli]
Pigmentiphaga sp.	Other/Unclassified	29.2	6.85e-34	95.2	356.0	ref|WP_420494664.1| hypothetical protein [Pigmentiphaga sp.] >gb|MFW7344947.1| hypothetical protein [Pigmentiphaga sp.]
Pigmentiphaga daeguensis	Other/Unclassified	29.2	1.40e-32	95.2	347.0	dbj|GAA0508679.1| hypothetical protein GCM10009097_27250 [Pigmentiphaga daeguensis]
Escherichia coli	Proteobacteria	29.2	7.77e-23	66.9	275.0	tpg|HGC1467202.1| O49 family O-antigen polymerase [Escherichia coli]
Escherichia coli	Proteobacteria	29.2	9.22e-23	66.9	276.0	ref|WP_072693157.1| O49 family O-antigen polymerase [Escherichia coli] >gb|EFA4123772.1| O49 family O-antigen polymerase
Escherichia coli	Proteobacteria	29.2	9.22e-23	66.9	275.0	gb|EFB3261513.1| O49 family O-antigen polymerase [Escherichia coli]
Escherichia coli	Proteobacteria	29.2	1.36e-22	66.9	275.0	ref|WP_447324123.1| O49 family O-antigen polymerase [Escherichia coli] >gb|MGS5270480.1| O49 family O-antigen polymerase
Pigmentiphaga sp. D-2	Other/Unclassified	29.1	2.63e-33	95.2	353.0	ref|WP_132980561.1| hypothetical protein [Pigmentiphaga sp. D-2]
Salmonella enterica	Proteobacteria	29.1	1.34e-22	66.9	268.0	gb|EBI8829925.1| hypothetical protein [Salmonella enterica]
Salmonella enterica subsp. arizonae	Proteobacteria	29.1	2.23e-22	69.6	268.0	emb|SUG14385.1| O-antigen polymerase [Salmonella enterica subsp. arizonae]
Pigmentiphaga sp. CHJ604	Other/Unclassified	28.8	3.34e-32	95.2	344.0	ref|WP_338616208.1| hypothetical protein [Pigmentiphaga sp. CHJ604]
Buttiauxella sp. A111	Other/Unclassified	27.2	7.85e-26	89.8	297.0	ref|WP_183269827.1| polymerase [Buttiauxella sp. A111] >dbj|GDX04563.1| hypothetical protein BSPA111_07310 [Buttiauxella
