Organism	Phylum	Identity%	E-value	QueryCoverage%	Score	Title
Salmonella enterica subsp. enterica	Proteobacteria	92.3	0.00e+00	99.7	1727.0	gb|EAA7342549.1| hypothetical protein [Salmonella enterica] >gb|EBU8835676.1| hypothetical protein [Salmonella enterica 
Salmonella enterica subsp. enterica serovar Oranienburg	Proteobacteria	92.3	0.00e+00	99.7	1727.0	ref|WP_281778198.1| hypothetical protein [Salmonella enterica] >gb|ENV2462566.1| hypothetical protein [Salmonella enteri
Salmonella enterica subsp. enterica serovar Typhimurium	Proteobacteria	92.3	0.00e+00	88.3	1537.0	tpg|HFW1221552.1| hypothetical protein [Salmonella enterica subsp. enterica serovar Typhimurium]
Salmonella enterica subsp. enterica serovar Typhimurium	Proteobacteria	92.3	0.00e+00	88.0	1532.0	gb|EBY0234865.1| hypothetical protein [Salmonella enterica subsp. enterica serovar Typhimurium]
Salmonella enterica	Proteobacteria	92.2	0.00e+00	94.6	1644.0	gb|EAX0417098.1| hypothetical protein [Salmonella enterica]
Salmonella enterica	Proteobacteria	92.2	0.00e+00	87.5	1523.0	gb|ECC6723821.1| hypothetical protein [Salmonella enterica]
Salmonella enterica	Proteobacteria	92.2	0.00e+00	83.5	1453.0	gb|EBQ7708045.1| hypothetical protein [Salmonella enterica] >gb|EEH6788788.1| hypothetical protein [Salmonella enterica]
Klebsiella oxytoca	Proteobacteria	91.7	0.00e+00	99.7	1733.0	gb|MBG2705728.1| hypothetical protein [Klebsiella oxytoca] >tpg|HDX8574074.1| hypothetical protein [Klebsiella oxytoca] 
Klebsiella oxytoca	Proteobacteria	91.7	0.00e+00	99.7	1731.0	ref|WP_227627887.1| hypothetical protein [Klebsiella oxytoca] >gb|EPZ5002105.1| hypothetical protein [Klebsiella oxytoca
Escherichia coli	Proteobacteria	91.7	0.00e+00	99.7	1717.0	ref|WP_409388163.1| hypothetical protein [Escherichia coli] >gb|MEB4674224.1| hypothetical protein [Enterobacteriaceae b
Salmonella enterica subsp. enterica serovar Agona str. SA-3	Proteobacteria	91.6	0.00e+00	84.9	1469.0	gb|ESC31822.1| hypothetical protein SEEACDC3_17301 [Salmonella enterica subsp. enterica serovar Agona str. SA-3]
Salmonella sp. ZASA478	Proteobacteria	91.6	0.00e+00	81.2	1410.0	ref|WP_023167982.1| hypothetical protein [Salmonella enterica] >gb|ESC34033.1| hypothetical protein SEEACDC2_03952 [Salm
Salmonella enterica subsp. enterica serovar Typhimurium	Proteobacteria	91.6	1.02e-115	50.4	882.0	tpg|HGB0016679.1| hypothetical protein [Salmonella enterica subsp. enterica serovar Typhimurium]
Klebsiella oxytoca	Proteobacteria	91.5	0.00e+00	99.7	1721.0	ref|WP_395347192.1| hypothetical protein [Klebsiella oxytoca] >gb|MFH6697617.1| hypothetical protein [Klebsiella oxytoca
Salmonella enterica subsp. enterica serovar Typhimurium	Proteobacteria	91.5	0.00e+00	80.1	1386.0	tpg|HGB5608777.1| hypothetical protein [Salmonella enterica subsp. enterica serovar Typhimurium]
Salmonella enterica subsp. enterica serovar Typhimurium	Proteobacteria	91.2	0.00e+00	77.2	1331.0	tpg|HGA7556622.1| hypothetical protein [Salmonella enterica subsp. enterica serovar Typhimurium]
Salmonella enterica subsp. enterica serovar Agona str. 400095 17	Proteobacteria	90.8	1.38e-174	74.4	1277.0	gb|ESO20013.1| hypothetical protein SEEA9517_15021 [Salmonella enterica subsp. enterica serovar Agona str. 400095 17]
Salmonella enterica subsp. enterica serovar Ouakam	Proteobacteria	90.5	7.14e-113	50.7	863.0	gb|EBX9975613.1| hypothetical protein [Salmonella enterica subsp. enterica serovar Typhimurium] >gb|ECR6936726.1| hypoth
Salmonella enterica subsp. enterica serovar Agona	Proteobacteria	90.5	8.96e-113	50.7	862.0	gb|ECS4643676.1| hypothetical protein [Salmonella enterica subsp. enterica serovar Agona]
Salmonella enterica	Proteobacteria	90.4	0.00e+00	97.7	1670.0	ref|WP_234827191.1| hypothetical protein [Salmonella enterica]
Salmonella enterica subsp. enterica serovar Oranienburg	Proteobacteria	90.4	6.83e-112	50.4	857.0	gb|ECB8440435.1| hypothetical protein [Salmonella enterica subsp. enterica serovar Mbandaka] >gb|EDG3800848.1| hypotheti
Salmonella enterica subsp. enterica serovar Indiana	Proteobacteria	90.3	1.20e-117	52.7	895.0	gb|ECJ9063898.1| hypothetical protein [Salmonella enterica] >gb|EEE1690745.1| hypothetical protein [Salmonella enterica 
Salmonella enterica	Proteobacteria	90.3	1.76e-116	52.4	887.0	gb|EAO9501811.1| hypothetical protein [Salmonella enterica] >gb|EJS5832449.1| hypothetical protein [Salmonella enterica 
Salmonella enterica subsp. enterica serovar Indiana	Proteobacteria	90.2	3.95e-115	51.9	878.0	gb|ECR7339944.1| hypothetical protein [Salmonella enterica] >gb|EDN4688107.1| hypothetical protein [Salmonella enterica 
Salmonella enterica subsp. enterica serovar Agona	Proteobacteria	90.1	2.32e-114	51.6	873.0	gb|EEN7119977.1| hypothetical protein [Salmonella enterica subsp. enterica serovar Agona] >gb|EJT8299172.1| hypothetical
Salmonella enterica	Proteobacteria	90.1	2.13e-113	51.3	867.0	gb|ECW5019992.1| hypothetical protein [Salmonella enterica subsp. enterica serovar Heidelberg] >gb|EGX4498944.1| hypothe
Salmonella enterica subsp. enterica serovar Agona str. 392869-1	Proteobacteria	89.5	0.00e+00	97.7	1649.0	ref|WP_023375692.1| hypothetical protein [Salmonella enterica] >gb|ESO20276.1| hypothetical protein SEEA9514_22152 [Salm
Cedecea lapagei	Other/Unclassified	88.0	0.00e+00	99.7	1635.0	ref|WP_213714992.1| hypothetical protein [Cedecea lapagei]
Kiritimatiellia bacterium	Other/Unclassified	49.6	1.07e-118	99.7	918.0	tpg|HMO52371.1| N-acetyltransferase [Kiritimatiellia bacterium] >tpg|HMP00562.1| N-acetyltransferase [Kiritimatiellia ba
Haloferula sp.	Archaea	49.0	4.34e-115	99.7	895.0	gb|MHT8387337.1| N-acetyltransferase [Haloferula sp.]
Pseudomonas amygdali pv. morsprunorum	Proteobacteria	47.9	3.82e-112	99.7	875.0	ref|WP_122383530.1| GNAT family N-acetyltransferase [Pseudomonas amygdali] >gb|MBI6731015.1| GNAT family N-acetyltransfe
Pseudomonas amygdali pv. ulmi	Proteobacteria	47.9	4.40e-112	99.7	875.0	ref|WP_057434274.1| GNAT family N-acetyltransferase [Pseudomonas amygdali] >gb|KPZ05882.1| Uncharacterized protein ALO41
Pseudomonas sp. SORGH_AS_0199	Proteobacteria	47.4	3.25e-113	99.7	882.0	ref|WP_309739253.1| GNAT family N-acetyltransferase [Pseudomonas sp. SORGH_AS_0199] >gb|MDR6230422.1| hypothetical prote
Ectopseudomonas oleovorans	Proteobacteria	47.4	7.41e-112	99.7	873.0	ref|WP_115946767.1| GNAT family N-acetyltransferase [Ectopseudomonas oleovorans] >gb|RED01300.1| hypothetical protein DF
Pseudomonas sp. AF03-9	Proteobacteria	47.3	9.21e-115	99.7	892.0	ref|WP_226454870.1| GNAT family N-acetyltransferase [Pseudomonas sp. AF03-9]
Pseudomonas sp. AL15	Proteobacteria	47.0	6.44e-112	99.7	874.0	ref|WP_098950647.1| MULTISPECIES: GNAT family N-acetyltransferase [unclassified Pseudomonas] >gb|ATN11239.1| N-acetyltra
Pseudomonas corrugata	Proteobacteria	46.8	3.87e-113	99.7	882.0	ref|WP_313924947.1| GNAT family N-acetyltransferase [Pseudomonas corrugata] >gb|MDU9024222.1| GNAT family N-acetyltransf
Pseudomonas sp. MWU12-2534b	Proteobacteria	46.5	1.01e-111	99.7	872.0	gb|RBJ81333.1| N-acetyltransferase [Pseudomonas sp. MWU12-2534b]
Acidiferrobacter thiooxydans	Other/Unclassified	45.7	1.28e-112	99.4	878.0	ref|WP_461287112.1| GNAT family N-acetyltransferase [Acidiferrobacter thiooxydans] >gb|MHB1609721.1| GNAT family N-acety
