Organism	Phylum	Identity%	E-value	QueryCoverage%	Score	Title
Escherichia coli	Proteobacteria	98.6	0.00e+00	99.7	1853.0	gb|EIQ2090062.1| recombinase RecT [Escherichia coli] >gb|EIQ2269795.1| recombinase RecT [Escherichia coli]
Escherichia coli	Proteobacteria	98.6	0.00e+00	99.7	1853.0	gb|ENB3546634.1| recombinase RecT [Escherichia coli]
Escherichia coli	Proteobacteria	98.6	0.00e+00	99.7	1853.0	gb|MBS8495480.1| recombinase RecT [Escherichia coli] >tpg|HAU9075775.1| recombinase RecT [Escherichia coli]
Escherichia coli	Proteobacteria	98.6	0.00e+00	99.7	1853.0	gb|EHT4170131.1| recombinase RecT [Escherichia coli]
Escherichia coli	Proteobacteria	98.6	0.00e+00	99.7	1853.0	tpg|HGV0522129.1| RecT family recombinase [Escherichia coli]
Escherichia coli	Proteobacteria	98.6	0.00e+00	99.7	1853.0	gb|EHR8727734.1| recombinase RecT [Escherichia coli] >tpg|HCQ2822126.1| recombinase RecT [Escherichia coli]
Escherichia coli	Proteobacteria	98.6	0.00e+00	99.7	1853.0	tpg|HEI1500848.1| recombinase RecT [Escherichia coli]
Escherichia coli	Proteobacteria	98.6	0.00e+00	99.7	1853.0	gb|EPD8460371.1| RecT family recombinase [Escherichia coli]
Escherichia coli	Proteobacteria	98.6	0.00e+00	99.7	1853.0	gb|EJW6130434.1| recombinase RecT [Escherichia coli] >gb|EKR9792721.1| recombinase RecT [Escherichia coli] >gb|EKR980264
Escherichia coli	Proteobacteria	98.6	0.00e+00	99.7	1853.0	gb|EKH2251786.1| recombinase RecT [Escherichia coli] >gb|EOU1590734.1| recombinase RecT [Escherichia coli]
Escherichia coli	Proteobacteria	98.6	0.00e+00	99.7	1853.0	tpg|HFG4149782.1| RecT family recombinase [Escherichia coli]
Escherichia coli	Proteobacteria	98.6	0.00e+00	99.7	1853.0	ref|WP_240767216.1| RecT family recombinase [Escherichia coli] >gb|UMS18034.1| enterohemolysin [Escherichia coli]
Escherichia coli	Proteobacteria	98.6	0.00e+00	99.7	1853.0	gb|EFM3569375.1| recombinase RecT [Escherichia coli] >gb|EOL9883750.1| RecT family recombinase [Escherichia coli]
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1858.0	ref|WP_103899817.1| RecT family recombinase [Escherichia coli] >gb|EEC7221578.1| recombinase RecT [Escherichia coli O145
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1856.0	gb|EJP6494727.1| recombinase RecT [Escherichia coli] >gb|EPZ9804229.1| recombinase RecT [Escherichia coli]
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1855.0	ref|WP_064560383.1| RecT family recombinase [Escherichia coli]
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1855.0	ref|WP_112020345.1| RecT family recombinase [Escherichia coli] >emb|SQP90645.1| putative enterohemolysin [Escherichia co
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1855.0	tpg|HIA3649259.1| RecT family recombinase [Escherichia coli]
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1855.0	gb|EPJ2571626.1| RecT family recombinase [Escherichia coli]
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1855.0	gb|EPO7455064.1| RecT family recombinase [Escherichia coli]
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1855.0	gb|ELD8891420.1| recombinase RecT [Escherichia coli]
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1855.0	gb|MCW7442061.1| recombinase RecT [Escherichia coli]
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1854.0	gb|EPD9306039.1| RecT family recombinase [Escherichia coli]
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1854.0	gb|EGQ7337291.1| recombinase RecT [Escherichia coli]
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1854.0	gb|EFT2434246.1| recombinase RecT [Escherichia coli] >tpg|HCX7377565.1| recombinase RecT [Escherichia coli] >tpg|HCX7382
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1854.0	gb|EFN0693679.1| recombinase RecT [Escherichia coli]
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1854.0	ref|WP_115799852.1| RecT family recombinase [Escherichia coli] >gb|EEG9510590.1| recombinase RecT [Escherichia coli] >gb
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1854.0	gb|EPM3251919.1| RecT family recombinase [Escherichia coli]
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1854.0	gb|EPO5935866.1| RecT family recombinase [Escherichia coli]
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1854.0	ref|WP_027663422.1| RecT family recombinase [Escherichia coli]
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1854.0	ref|WP_155851366.1| RecT family recombinase [Escherichia coli] >gb|EJB8806437.1| recombinase RecT [Escherichia coli] >gb
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1854.0	gb|EER4183338.1| recombinase RecT [Escherichia coli] >gb|EES2961849.1| recombinase RecT [Escherichia coli] >gb|EET309418
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1853.0	ref|WP_001004418.1| MULTISPECIES: RecT family recombinase [Escherichia] >gb|EKQ3464538.1| recombinase RecT [Escherichia 
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1853.0	tpg|HFK1284460.1| RecT family recombinase [Escherichia coli]
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1853.0	ref|WP_332382043.1| RecT family recombinase [Escherichia coli]
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1853.0	ref|WP_089616097.1| RecT family recombinase [Escherichia coli]
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1853.0	tpg|HII9041554.1| RecT family recombinase [Escherichia coli]
Escherichia coli	Proteobacteria	98.3	0.00e+00	99.7	1853.0	gb|EOV4712045.1| RecT family recombinase [Escherichia coli]
Escherichia coli	Proteobacteria	98.0	0.00e+00	99.7	1854.0	dbj|GAB0728414.1| recombinase RecT [Escherichia coli]
