Gene,Annotation,Present_ST354,Absent_ST354,Present_Other,Absent_Other,Sensitivity,Specificity,Odds_Ratio,P_Value,Is_Priority_Candidate,Rank,FDR_Q_Value
group_2669,hypothetical protein,4,24,1,2,0.14285714285714285,0.6666666666666666,0.3333333333333333,0.4215795328142381,No,3816,1.0
group_2470,hypothetical protein,4,24,1,2,0.14285714285714285,0.6666666666666666,0.3333333333333333,0.4215795328142381,No,3817,1.0
sctF1,SPI-1 type 3 secretion system needle filament protein,4,24,1,2,0.14285714285714285,0.6666666666666666,0.3333333333333333,0.4215795328142381,No,3818,1.0
group_4133,Fertility inhibition protein,4,24,1,2,0.14285714285714285,0.6666666666666666,0.3333333333333333,0.4215795328142381,No,3819,1.0
group_3373,hypothetical protein,24,4,2,1,0.8571428571428571,0.3333333333333333,3.0,0.4215795328142382,No,3820,1.0
group_3446,hypothetical protein,24,4,2,1,0.8571428571428571,0.3333333333333333,3.0,0.4215795328142382,No,3821,1.0
dgoK_2_dgoK,2-dehydro-3-deoxygalactonokinase,24,4,2,1,0.8571428571428571,0.3333333333333333,3.0,0.4215795328142382,No,3822,1.0
rusA_rusA_1,Crossover junction endodeoxyribonuclease RusA,24,4,2,1,0.8571428571428571,0.3333333333333333,3.0,0.4215795328142382,No,3823,1.0
group_3159,hypothetical protein,5,23,1,2,0.17857142857142858,0.6666666666666666,0.43478260869565216,0.48832035595105683,No,3824,1.0
group_1097,hypothetical protein,5,23,1,2,0.17857142857142858,0.6666666666666666,0.43478260869565216,0.48832035595105683,No,3825,1.0
group_3415,hypothetical protein,5,23,1,2,0.17857142857142858,0.6666666666666666,0.43478260869565216,0.48832035595105683,No,3826,1.0
der_3_era_3,GTPase Der;GTPase Era,5,23,1,2,0.17857142857142858,0.6666666666666666,0.43478260869565216,0.48832035595105683,No,3827,1.0
group_2919,hypothetical protein,23,5,2,1,0.8214285714285714,0.3333333333333333,2.3,0.48832035595105683,No,3828,1.0
group_3305,hypothetical protein,23,5,2,1,0.8214285714285714,0.3333333333333333,2.3,0.48832035595105683,No,3829,1.0
group_3114,hypothetical protein,23,5,2,1,0.8214285714285714,0.3333333333333333,2.3,0.48832035595105683,No,3830,1.0
group_3362,hypothetical protein,5,23,1,2,0.17857142857142858,0.6666666666666666,0.43478260869565216,0.48832035595105683,No,3831,1.0
group_3846,hypothetical protein,5,23,1,2,0.17857142857142858,0.6666666666666666,0.43478260869565216,0.48832035595105683,No,3832,1.0
group_3844,hypothetical protein,5,23,1,2,0.17857142857142858,0.6666666666666666,0.43478260869565216,0.48832035595105683,No,3833,1.0
group_3809,hypothetical protein,5,23,1,2,0.17857142857142858,0.6666666666666666,0.43478260869565216,0.48832035595105683,No,3834,1.0
group_3731,hypothetical protein,5,23,1,2,0.17857142857142858,0.6666666666666666,0.43478260869565216,0.48832035595105683,No,3835,1.0
klcA_3_klcA_4,Antirestriction protein KlcA,5,23,1,2,0.17857142857142858,0.6666666666666666,0.43478260869565216,0.48832035595105683,No,3836,1.0
group_3686,hypothetical protein,5,23,1,2,0.17857142857142858,0.6666666666666666,0.43478260869565216,0.48832035595105683,No,3837,1.0
group_3685,hypothetical protein,5,23,1,2,0.17857142857142858,0.6666666666666666,0.43478260869565216,0.48832035595105683,No,3838,1.0
group_2748,hypothetical protein,5,23,1,2,0.17857142857142858,0.6666666666666666,0.43478260869565216,0.48832035595105683,No,3839,1.0
group_3041,hypothetical protein,5,23,1,2,0.17857142857142858,0.6666666666666666,0.43478260869565216,0.48832035595105683,No,3840,1.0
group_3078,hypothetical protein,5,23,1,2,0.17857142857142858,0.6666666666666666,0.43478260869565216,0.48832035595105683,No,3841,1.0
group_3098,IS3 family transposase IS2;hypothetical protein,5,23,1,2,0.17857142857142858,0.6666666666666666,0.43478260869565216,0.48832035595105683,No,3842,1.0
group_1607,IS1 family transposase IS1X2,5,23,1,2,0.17857142857142858,0.6666666666666666,0.43478260869565216,0.48832035595105683,No,3843,1.0
group_2060,hypothetical protein,5,23,1,2,0.17857142857142858,0.6666666666666666,0.43478260869565216,0.48832035595105683,No,3844,1.0
group_2484,IS1 family transposase IS1A,5,23,1,2,0.17857142857142858,0.6666666666666666,0.43478260869565216,0.48832035595105683,No,3845,1.0
group_2701,IS3 family transposase IS3411,5,23,1,2,0.17857142857142858,0.6666666666666666,0.43478260869565216,0.48832035595105683,No,3846,1.0
xdhA_1,Putative xanthine dehydrogenase molybdenum-binding subunit XdhA,18,10,3,0,0.6428571428571429,0.0,0.0,0.5328142380422691,No,3847,1.0
arcC1_1,Carbamate kinase 1,18,10,3,0,0.6428571428571429,0.0,0.0,0.5328142380422691,No,3848,1.0
ygeW,Putative carbamoyltransferase YgeW,18,10,3,0,0.6428571428571429,0.0,0.0,0.5328142380422691,No,3849,1.0
ygeX,Diaminopropionate ammonia-lyase,18,10,3,0,0.6428571428571429,0.0,0.0,0.5328142380422691,No,3850,1.0
gatD,Galactitol 1-phosphate 5-dehydrogenase,18,10,3,0,0.6428571428571429,0.0,0.0,0.5328142380422691,No,3851,1.0
aegA_4_aegA_3,Putative oxidoreductase AegA,18,10,3,0,0.6428571428571429,0.0,0.0,0.5328142380422691,No,3852,1.0
argE_1,Acetylornithine deacetylase,18,10,3,0,0.6428571428571429,0.0,0.0,0.5328142380422691,No,3853,1.0
uacF,Putative oxidoreductase UacF,18,10,3,0,0.6428571428571429,0.0,0.0,0.5328142380422691,No,3854,1.0
guaD,Guanine deaminase,18,10,3,0,0.6428571428571429,0.0,0.0,0.5328142380422691,No,3855,1.0
ghxQ,Guanine/hypoxanthine permease GhxQ,18,10,3,0,0.6428571428571429,0.0,0.0,0.5328142380422691,No,3856,1.0
hyuA,D-phenylhydantoinase,18,10,3,0,0.6428571428571429,0.0,0.0,0.5328142380422691,No,3857,1.0
xanQ,Xanthine permease XanQ,18,10,3,0,0.6428571428571429,0.0,0.0,0.5328142380422691,No,3858,1.0
ygfK,Putative oxidoreductase YgfK,18,10,3,0,0.6428571428571429,0.0,0.0,0.5328142380422691,No,3859,1.0
group_146,hypothetical protein,18,10,3,0,0.6428571428571429,0.0,0.0,0.5328142380422691,No,3860,1.0
group_2565,hypothetical protein,18,10,3,0,0.6428571428571429,0.0,0.0,0.5328142380422691,No,3861,1.0
group_3455,hypothetical protein,18,10,3,0,0.6428571428571429,0.0,0.0,0.5328142380422691,No,3862,1.0
group_629,hypothetical protein,18,10,3,0,0.6428571428571429,0.0,0.0,0.5328142380422691,No,3863,1.0
mocA,Molybdenum cofactor cytidylyltransferase,18,10,3,0,0.6428571428571429,0.0,0.0,0.5328142380422691,No,3864,1.0
ssnA,Putative aminohydrolase SsnA,18,10,3,0,0.6428571428571429,0.0,0.0,0.5328142380422691,No,3865,1.0
group_1986,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3866,1.0
group_3481,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3867,1.0
group_4263,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3868,1.0
group_4328,N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3869,1.0
group_4416,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3870,1.0
group_4417,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3871,1.0
group_902,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3872,1.0
group_4418,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3873,1.0
group_874,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3874,1.0
group_917,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3875,1.0
nohA,Prophage DNA-packing protein NohA,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3876,1.0
group_3269,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3877,1.0
group_789,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3878,1.0
group_588,Exodeoxyribonuclease 8,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3879,1.0
group_517,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3880,1.0
group_430,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3881,1.0
group_4419,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3882,1.0
group_3480,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3883,1.0
group_4420,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3884,1.0
group_4422,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3885,1.0
group_4424,IS91 family transposase ISSbo1,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3886,1.0
group_4440,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3887,1.0
group_4619,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3888,1.0
group_4620,Regulatory protein RepA,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3889,1.0
group_21,Type I restriction enzyme EcoR124I/EcoR124II endonuclease subunit,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3890,1.0
group_47,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3891,1.0
group_1803,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3892,1.0
group_1879,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3893,1.0
group_2954,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3894,1.0
gntP_1_gntP_2,hypothetical protein;High-affinity gluconate transporter,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3895,1.0
group_2150,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3896,1.0
group_2921,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3897,1.0
group_1102,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3898,1.0
group_1158,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3899,1.0
group_1478,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3900,1.0
group_1514,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3901,1.0
group_1600,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3902,1.0
group_1768,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3903,1.0
group_1790,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3904,1.0
group_3435,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3905,1.0
group_2888,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3906,1.0
group_2887,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3907,1.0
group_3234,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3908,1.0
group_3450,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3909,1.0
group_136,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3910,1.0
group_180,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3911,1.0
intS_1,Prophage integrase IntS,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3912,1.0
group_2970,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3913,1.0
group_2975,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3914,1.0
group_3006,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3915,1.0
group_3018,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3916,1.0
group_3054,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3917,1.0
group_2681,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3918,1.0
group_3244,hypothetical protein,10,18,0,3,0.35714285714285715,1.0,inf,0.5328142380422694,No,3919,1.0
group_3434,hypothetical protein,17,11,3,0,0.6071428571428571,0.0,0.0,0.5350389321468298,No,3920,1.0
group_3498,hypothetical protein,17,11,3,0,0.6071428571428571,0.0,0.0,0.5350389321468298,No,3921,1.0
group_4618,hypothetical protein,11,17,0,3,0.39285714285714285,1.0,inf,0.53503893214683,No,3922,1.0
group_4229,Insertion element IS6110 uncharacterized 12.0 kDa protein,11,17,0,3,0.39285714285714285,1.0,inf,0.53503893214683,No,3923,1.0
group_4180,hypothetical protein,11,17,0,3,0.39285714285714285,1.0,inf,0.53503893214683,No,3924,1.0
sul2_1,Dihydropteroate synthase type-2,11,17,0,3,0.39285714285714285,1.0,inf,0.53503893214683,No,3925,1.0
group_4622,Dihydropteroate synthase type-2,11,17,0,3,0.39285714285714285,1.0,inf,0.53503893214683,No,3926,1.0
group_4623,hypothetical protein,11,17,0,3,0.39285714285714285,1.0,inf,0.53503893214683,No,3927,1.0
group_4624,Aminoglycoside 3'-phosphotransferase,11,17,0,3,0.39285714285714285,1.0,inf,0.53503893214683,No,3928,1.0
neo_3,Aminoglycoside 3'-phosphotransferase,11,17,0,3,0.39285714285714285,1.0,inf,0.53503893214683,No,3929,1.0
group_253,hypothetical protein,11,17,0,3,0.39285714285714285,1.0,inf,0.53503893214683,No,3930,1.0
iucB,N(6)-hydroxylysine O-acetyltransferase,11,17,0,3,0.39285714285714285,1.0,inf,0.53503893214683,No,3931,1.0
group_152,hypothetical protein,11,17,0,3,0.39285714285714285,1.0,inf,0.53503893214683,No,3932,1.0
group_4553,hypothetical protein,11,17,0,3,0.39285714285714285,1.0,inf,0.53503893214683,No,3933,1.0
group_1077,hypothetical protein,11,17,0,3,0.39285714285714285,1.0,inf,0.53503893214683,No,3934,1.0
group_2154,hypothetical protein,11,17,0,3,0.39285714285714285,1.0,inf,0.53503893214683,No,3935,1.0
group_3451,hypothetical protein,11,17,0,3,0.39285714285714285,1.0,inf,0.53503893214683,No,3936,1.0
group_4443,hypothetical protein,11,17,0,3,0.39285714285714285,1.0,inf,0.53503893214683,No,3937,1.0
group_42,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3938,1.0
group_2698,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3939,1.0
tmrB,Tunicamycin resistance protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3940,1.0
group_4246,IS1182 family transposase ISCfr1,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3941,1.0
aac3Vb_1,Aminoglycoside N(3)-acetyltransferase III,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3942,1.0
group_4247,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3943,1.0
group_4248,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3944,1.0
group_4258,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3945,1.0
group_4259,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3946,1.0
group_2676,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3947,1.0
group_3440,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3948,1.0
group_2987,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3949,1.0
proQ_4_proQ_3,RNA chaperone ProQ,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3950,1.0
group_1974,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3951,1.0
group_1997,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3952,1.0
group_2014,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3953,1.0
group_2025,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3954,1.0
group_2050,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3955,1.0
group_2077,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3956,1.0
group_4574,Sigma factor-binding protein Crl,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3957,1.0
napF_2,Ferredoxin-type protein NapF,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3958,1.0
group_4456,Anaerobic dimethyl sulfoxide reductase chain B,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3959,1.0
group_4455,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3960,1.0
dmsD_2,Tat proofreading chaperone DmsD,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3961,1.0
group_4454,Dimethyl sulfoxide reductase DmsA,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3962,1.0
group_4436,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3963,1.0
group_4435,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3964,1.0
group_1232,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3965,1.0
group_827,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3966,1.0
group_876,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3967,1.0
tfaE_3,Prophage tail fiber assembly protein TfaE,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3968,1.0
group_972,DNA-invertase hin,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3969,1.0
group_987,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3970,1.0
group_1048,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3971,1.0
group_1601,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3972,1.0
group_1226,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3973,1.0
group_1216,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3974,1.0
group_1211,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3975,1.0
group_1160,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3976,1.0
group_1108,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3977,1.0
ydeO_2,HTH-type transcriptional regulator YdeO,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3978,1.0
group_1075,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3979,1.0
group_1457,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3980,1.0
group_1431,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3981,1.0
group_1407,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3982,1.0
group_4632,IS30 family transposase IS30,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3983,1.0
group_4606,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3984,1.0
group_4602,Aminoglycoside N(3)-acetyltransferase III,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3985,1.0
relE_2,mRNA interferase toxin RelE,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3986,1.0
group_1604,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3987,1.0
group_1005,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3988,1.0
group_1578,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3989,1.0
group_1530,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3990,1.0
group_1462,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3991,1.0
group_1461,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3992,1.0
group_1459,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3993,1.0
group_1958,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3994,1.0
group_1887,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3995,1.0
group_1873,DNA damage-inducible protein I,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3996,1.0
group_1872,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3997,1.0
group_1805,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3998,1.0
group_1796,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,3999,1.0
group_1734,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4000,1.0
group_1675,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4001,1.0
group_2129,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4002,1.0
group_2118,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4003,1.0
group_1381,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4004,1.0
group_347,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4005,1.0
group_364,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4006,1.0
group_25,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4007,1.0
group_45,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4008,1.0
group_53,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4009,1.0
group_118,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4010,1.0
araB_1,Ribulokinase,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4011,1.0
xylB_1,Xylulose kinase,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4012,1.0
group_1251,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4013,1.0
group_1270,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4014,1.0
group_1275,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4015,1.0
group_1365,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4016,1.0
group_122,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4017,1.0
group_385,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4018,1.0
purR_2,HTH-type transcriptional repressor PurR,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4019,1.0
xerC_6,Tyrosine recombinase XerC,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4020,1.0
group_431,Solute-binding protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4021,1.0
gatY,D-tagatose-16-bisphosphate aldolase subunit GatY,19,9,3,0,0.6785714285714286,0.0,0.0,0.5374860956618466,No,4022,1.0
gatA,PTS system galactitol-specific EIIA component,19,9,3,0,0.6785714285714286,0.0,0.0,0.5374860956618466,No,4023,1.0
gatC_2_gatC_1,PTS system galactitol-specific EIIC component,19,9,3,0,0.6785714285714286,0.0,0.0,0.5374860956618466,No,4024,1.0
srlR_4_lacR,Glucitol operon repressor;Lactose phosphotransferase system repressor,19,9,3,0,0.6785714285714286,0.0,0.0,0.5374860956618466,No,4025,1.0
gatB_2_gatB_1,PTS system galactitol-specific EIIB component,19,9,3,0,0.6785714285714286,0.0,0.0,0.5374860956618466,No,4026,1.0
gatZ,D-tagatose-16-bisphosphate aldolase subunit GatZ,19,9,3,0,0.6785714285714286,0.0,0.0,0.5374860956618466,No,4027,1.0
eryD,Erythritol catabolism regulatory protein EryD,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4028,1.0
group_256,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4029,1.0
group_1063,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4030,1.0
group_571,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4031,1.0
dnaT_2,Replication restart protein DnaT,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4032,1.0
rbtD,Ribitol 2-dehydrogenase,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4033,1.0
pagN_2,Outer membrane protein PagN,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4034,1.0
ydiV_2,Putative anti-FlhC(2)FlhD(4) factor YdiV,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4035,1.0
hxpB_1,Hexitol phosphatase B,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4036,1.0
group_792,putative HTH-type transcriptional regulator,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4037,1.0
group_800,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4038,1.0
group_2175,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4039,1.0
group_2586,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4040,1.0
gpFI_1,Putative prophage major tail sheath protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4041,1.0
csbX_2,Alpha-ketoglutarate permease,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4042,1.0
csbX_1,Alpha-ketoglutarate permease,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4043,1.0
dctM_3,C4-dicarboxylate TRAP transporter large permease protein DctM,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4044,1.0
group_2667,hypothetical protein,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4045,1.0
cea_1,Colicin-E1,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4046,1.0
mtlK_2,Mannitol 2-dehydrogenase,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4047,1.0
dam_2,DNA adenine methylase,9,19,0,3,0.32142857142857145,1.0,inf,0.5374860956618466,No,4048,1.0
